,0
0,21231
1,21232
2,21233
3,21234
4,21235
5,21236
6,21237
7,21238
8,21239
9,21240
10,21241
11,21242
12,21243
13,21244
14,21245
15,21246
16,21247
17,21248
18,21249
19,21250
20,21251
21,21252
22,21253
23,21254
24,21255
25,21256
26,21257
27,21258
28,21259
29,21260
30,21261
31,21262
32,21263
33,21264
34,21265
35,21266
36,21267
37,21268
38,21269
39,21270
40,21271
41,21272
42,21273
43,21274
44,21275
45,21276
46,21277
47,21278
48,21279
